GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,exam_preparation_days,extracurricular_hours_per_week,final_exam_score,assignment_score
3.43,3,86,9,4,2.5,2.8,4.8,16,4.6,100,90
4,4,91,4.5,3.3,0.1,1.7,0.9,12,4.6,100,96
3.77,3.1,92,6.2,4.5,1.3,1.7,4.4,3,4.6,100,100
4,3.8,100,8.8,5.4,2.3,0.5,3.4,16,4.3,96,100
4,5.5,100,8.3,7.4,3.9,3.1,4.4,13,4.2,97,100
3.2,2,93,7.6,6.6,2.8,3.1,2.5,10,2,99,87
4,5.2,99,6.5,4.4,2.7,2.4,4.4,10,1.5,100,100
4,5.5,100,5.9,4,1.3,0,1.6,7,2.5,100,93
3.04,3.3,82,6.3,6.4,2.8,1.8,0,18,4.8,95,96
3.2,0.5,84,8.9,7.5,4.8,1.3,0.1,16,3,84,95
3.15,2.6,87,6.2,7.2,3,1.4,2,7,3.1,95,94
4,5.4,100,7.1,3.6,0.5,0,0,12,0.3,100,88
3.8,3.5,92,6.1,1.6,0.9,0.8,6.1,8,1.9,100,94
3.65,2,91,8,7.7,3.7,1.7,2.8,6,4.9,100,93
3.58,2.7,93,6.4,5.4,2.5,1.7,4.8,20,3.6,100,94
4,4.8,100,6.9,3.6,2.7,1.4,4.6,10,7.2,100,100
3.7,4.3,86,5,4.6,1.9,0.8,3,8,4.7,100,84
3.53,3.1,85,5.1,5.1,3.6,1.7,10,6,8.1,98,99
3.92,2.9,98,7,6.2,2.3,0.3,8.9,11,4.2,100,100
3.57,2.9,79,5.4,5.5,2.5,2.1,5.8,1,1.6,98,100
3.82,2.1,95,9.5,3.4,1.5,2.2,1.2,11,4.7,100,93
4,5.9,100,4.5,8.2,4.2,0.5,5.9,18,1.4,100,100
3.55,3,94,6,6.1,2.5,2.7,0,17,3.1,100,100
3.59,5.3,100,7,6.4,3.7,0.5,5.8,14,4.1,100,92
3.91,5.8,100,6.6,2.5,1,1.8,0,24,4.5,100,96
4,5,99,5.7,7.4,5.4,2.6,2.4,13,2.2,100,88
3.45,2.9,92,5.9,6.7,4.7,1.5,5.4,7,4.8,100,87
3.92,4.1,95,5.8,3.9,0,0.8,3.8,16,3.2,100,79
3.59,3.5,97,6.7,2.6,1.6,1.5,0,13,5.5,93,91
3.93,2.1,96,9.3,6.4,3.5,2.4,3.3,12,0.3,100,99
3.93,4,94,7.1,3.5,0.8,2,3.8,13,3,100,89
2.71,1.7,78,8.4,6.8,2.6,0.9,3.4,10,0,84,89
3.67,5.3,100,7.6,6.7,3.4,1,2.2,21,5.8,98,94
3.86,2.8,100,8.3,6.1,2.5,1.5,4.7,4,7.9,100,98
3.12,3.8,86,3.6,6,3.6,2.6,5.3,16,1.3,100,96
3.63,3.9,98,6.6,3.3,1.8,2,2.7,13,0.6,100,98
4,3.1,100,8.6,2.6,0,1.3,6,14,3.8,89,97
3.84,4.4,91,6.3,8.2,4.3,1.1,2.7,10,2.6,100,94
4,2.8,100,9.1,8.2,4.3,0,2,20,3.2,100,93
3.86,4.8,91,8.8,9.1,6.6,4.4,5.7,16,2.2,100,99
3.57,1.5,84,6.4,2,0,1.1,5.6,8,3.6,100,79
3.31,3.7,92,6.4,5.6,3.9,0.6,1.8,18,4.3,100,87
4,6.4,99,5.8,2.8,0,3.2,1.5,14,4.4,100,93
2.38,2,69,6.2,8.6,5.4,0.9,6.5,9,6,85,73
3.15,2.5,71,5.5,8.3,3.5,1.9,2.8,4,4.4,95,82
4,4.3,100,7.5,4.5,1.4,1.3,3,16,4.2,100,97
3.29,3.8,76,5.3,7.7,4,1.1,2.5,8,6.3,91,79
3.87,4,100,7.7,4.1,2,2.2,5.6,15,3.1,100,100
3.88,4.2,89,7.8,6.4,3.3,2,7.3,19,4,100,87
3.62,4.5,100,5,6.3,3.1,0.2,3.1,8,1.4,100,100
4,5.2,92,8.9,8.2,5.4,1.2,7.8,19,5,100,88
3.98,4.1,96,7.6,8.5,5.5,2.4,1.9,6,1,100,83
4,3.1,100,7.9,5.1,1.9,2.1,2.4,19,5.1,100,100
3.68,4.5,99,6.1,8,4.4,1.3,4.3,21,8.2,100,100
4,6.3,100,7.7,7.7,3.3,0.3,1.4,16,1.2,100,96
3.9,3.3,100,8.4,1,0.7,3.2,4.3,14,6.5,97,100
3.5,2,89,6.9,6.1,1.8,2.4,2,16,4.4,92,91
3.87,5.2,84,9.4,7.2,6.3,4.9,0,10,3.9,100,100
3.83,3.3,92,7.1,6.7,3.3,1.6,0,5,1.4,100,97
2.96,0.5,94,8.4,10.1,4.3,2.3,2.4,8,5.5,78,76
4,4.8,100,7.4,5.4,2.5,1.9,3.8,23,5,100,100
3.51,2.7,86,7.7,5.2,2,0,0.3,6,1.3,85,85
3.5,3.4,93,5,5.4,2.8,1.9,3.4,17,3.7,98,93
4,4,95,7.4,6.2,2.4,0,3.4,11,2.9,100,100
4,3.8,100,6.1,4,0.6,0.5,2.7,10,4.6,100,95
3.99,4.6,95,6,3.5,1.3,1.9,1.1,20,4.8,100,100
3.68,2.8,100,9.1,6.8,3.9,1.5,3.5,12,1.4,100,100
4,4.3,100,6.7,3.9,2.2,0,2.7,17,2.6,100,99
3.39,3.1,93,5.8,5.7,2.8,1.8,5,24,2,92,79
3.67,4.6,100,6.6,5.7,3.2,0,0.4,11,2.2,100,86
3.71,4.4,100,5.4,6.5,3.3,2.4,3.2,14,4.8,100,100
3.71,2.1,91,8.7,6.6,4.5,1.4,0.5,16,4.2,100,87
4,5.1,100,6.2,3.9,1.2,3.1,2.5,10,5.3,100,95
3.54,2.7,92,7.6,6.7,3.7,0,0.8,14,3.8,100,100
3.63,4.7,100,8.6,7,3.9,0,1.2,18,6.6,100,97
3.32,4.1,87,6.4,7.6,4.3,2.9,3,16,4.4,100,89
4,6.3,100,7.6,3.5,0.7,3.2,1.9,13,3.7,100,100
3.6,3.2,91,5.8,5.3,3.2,4.8,5.9,1,4,100,95
3.72,3,95,9.9,8.5,5.4,1.9,5.4,5,2.5,96,100
3.54,3.5,95,8.1,5.5,2.7,1.9,4.6,21,2.7,94,87
3.49,3,84,6.8,7.7,3.5,1.9,4.6,7,5,98,100
3.96,4.7,96,6.1,8.4,4,2.5,3.3,18,4.3,100,97
3.22,1.1,78,6.9,2.7,1.3,1.5,5.6,6,7.6,100,90
2.83,1.9,78,6.6,9.3,5.6,0,2.4,7,7.1,87,79
3.75,1.9,83,9.3,7.5,3.5,1,7.2,15,1.8,89,97
3.65,4.9,100,5.5,5,3.6,0.9,1.1,20,3.6,100,98
4,6.1,100,7.2,4,0.3,0.8,0.7,15,6,100,99
2.88,3.3,84,7,8.1,4,2.5,0.2,14,6,97,92
3.42,3.2,88,6.9,5.5,3.6,3.8,0.6,5,5.4,100,96
3.1,3.6,80,6.9,7.9,5.2,1.4,0,1,4.9,100,97
4,5.2,100,6.9,5.5,2.3,0.1,3.4,10,3.2,100,96
3.64,2.1,93,8,5,1.3,1.1,4.7,13,5.6,100,100
3.96,3.9,99,7.7,3.6,1.8,0.1,3.1,12,4.8,100,100
3.86,5,100,7.5,6.4,2,1.4,0.2,23,4.7,100,90
3.42,4.3,93,3.5,1.7,1.1,0,2.1,4,6.9,100,87
3.67,3.8,92,7.4,9.3,4.7,1,4.7,10,3,99,94
3.21,5,90,5,8.5,4.8,2.5,2.3,20,6,95,97
3.15,0.5,67,7.8,4.8,2.5,1.5,1.4,15,0,81,89
4,4.5,100,8.8,6.2,2.2,2.1,0,7,4.9,100,100
3.87,2.5,98,5.9,1.8,0.1,2.2,2.2,1,2.3,100,95
2.91,0.8,64,6.7,6.9,3.8,0.2,1.6,10,3.6,79,79
3.7,4.3,90,6.3,8.6,5.3,1.4,2.8,7,3.6,96,99
4,5.6,100,8.5,5.1,1.8,2.9,4,10,7.2,100,98
3.73,3.3,98,7.1,4.6,2.6,1.8,2.4,23,3.3,99,94
4,4.9,100,9.1,5.9,3.5,2,3.4,7,4.8,100,96
4,5.9,100,7.5,8.6,5.4,1.2,3.9,9,5.6,100,100
4,5.5,100,7.3,5.2,3.1,0.3,0.5,17,2.2,100,100
4,6,100,7.1,6.4,3.1,1.3,6.8,13,3.9,100,100
3.92,4.6,100,8,5.4,3.1,1.8,1.5,19,5,100,94
3.63,3.6,94,4.9,4.9,0.7,1.5,4,16,4,100,97
3.12,1.1,77,7.1,5.5,0.6,1.3,0.7,9,6.9,83,91
3.7,3.1,85,6.9,4.2,1.6,1.4,3.2,15,3.4,90,90
3.56,2.2,94,7.9,8.4,4.3,2.4,3.3,13,4.5,100,96
4,6.8,100,6.8,5,2.3,1.3,6.3,3,5.5,100,95
3.57,3.2,92,5.8,3.9,2,0.3,2.5,23,4,86,100
4,3.7,100,7,4.5,2,0.8,5.6,7,4.6,100,99
3.71,4.3,90,5.7,5.7,2.6,2.8,3.6,11,4.1,100,100
3.27,3.6,84,4.7,6.3,5.4,1.7,6.7,10,3.6,100,86
4,6,100,7.9,6.4,2.6,0.1,0,13,1.6,100,93
3.23,2.6,66,7.7,4.7,1.6,2,4,13,2.7,97,100
3.83,3.8,96,7.6,7,2.8,0.5,0,15,2.6,100,100
3.39,2.4,71,8.6,9.1,5.4,1.6,2.9,10,4.6,100,88
3.26,1.5,87,6.2,5.1,2,2.8,5,17,8.2,89,84
3.34,2.6,80,5.3,3.6,1,0.5,5.9,9,5.9,91,91
3.87,3.4,100,6.9,6.8,2,0.1,4.5,9,4.7,100,100
2.98,2.9,80,6.6,8.6,3,2.1,2.4,3,7.2,100,85
3.52,2.5,85,6,6.4,3.8,1.4,4.1,13,2.2,100,88
3.07,1.4,68,6.9,8.6,4.3,1.7,8,20,2.7,86,79
3.87,3.4,92,6.3,3.4,1.2,3,3.2,11,2.9,100,87
3.1,1.2,75,4.8,3.7,1.4,0.7,4.9,21,4.6,98,79
3.8,4.6,100,6.5,4.8,2.3,1.9,2.1,7,2.2,100,91
3.87,3.6,100,5.6,7.6,3.8,1.8,5.1,5,6.7,100,93
3.93,1.3,93,7.3,2.6,0.9,0,4.8,19,2.4,100,100
3.11,3,84,6.2,6.8,1.9,2.4,1.8,11,1,92,85
3.66,2.4,90,8.3,6,1.9,2.1,4.6,7,4.9,100,94
4,4,88,8.9,8,4.2,1.3,4.6,13,3.1,99,84
4,5.5,96,7.8,6.2,3.6,2.8,4.5,14,4.3,100,93
2.3,0.7,61,5.1,8.2,4.2,0,2.9,17,7,65,79
3.63,3.7,100,8.8,4.3,4.8,0.9,5.5,10,6.5,100,90
3.27,3.3,83,8.9,5.8,2.3,2.4,1.1,5,6.4,84,85
3.91,4.5,100,7,4.2,1,0.7,3,11,7.8,98,91
4,3.8,100,8.6,1.7,1,0.3,3.2,12,3.6,100,100
3.23,2.4,83,6.3,3.5,0,2,5.3,18,3.4,94,100
3.79,3,92,4.8,5.8,2.1,0.3,1.1,4,5.1,98,100
3.41,2.3,89,6.1,3,2.2,2.3,3.5,10,6.1,95,89
4,5.1,100,9.1,5.6,4,2.7,2,13,3.6,100,100
3.47,3.5,88,5.2,8.3,2.8,1.2,3.2,20,4.5,93,90
4,6.4,100,7,4.9,2.1,1.3,3.8,9,1.1,100,93
3.34,3.4,86,7,6.8,2.6,0.7,0.4,8,1.8,100,90
3.45,2.4,89,6.4,5.6,1.2,1.4,5.5,15,2.4,94,86
2.91,1.2,69,6.5,7.8,4.3,1,3.9,1,5.1,84,78
2.84,0.8,78,7.1,5.8,1.6,3.1,1.3,9,1.5,74,84
3.46,1.1,73,6.3,1.6,1.1,3.2,2.3,15,5.8,100,95
3.67,3.9,85,5.3,6.7,4,1.3,6,14,1.7,99,98
3.62,4.3,93,7.3,3,3.7,2.6,3.8,13,5.2,100,97
3.66,1.1,94,8.3,1.1,0.2,2.1,1.1,4,4.1,93,91
3.85,4.8,90,8,6.4,4.1,0.3,1.4,6,6.5,100,97
3.35,2.8,100,6,3.9,1.7,0,4.2,19,5.7,100,85
4,3.7,99,5.5,5.2,2.2,1,4.5,12,2.3,100,96
3.89,5.9,96,6.7,6.1,3.1,0.4,3.7,11,3.1,99,97
4,4.8,99,8.9,6.9,3.7,1.9,2.4,8,2.8,100,95
3.46,3.1,77,7.8,6.7,3.5,2.1,4.6,12,4.4,100,92
3.82,2.2,91,7.8,6.1,2.7,0.6,2.4,10,6.5,100,100
3.27,0.5,86,8.1,4,2.2,2.6,1.3,16,0.5,86,100
3.51,2.4,87,7.5,5.5,3.4,3.6,6.2,7,6.4,100,95
3.78,3.2,100,7.1,5.6,2.6,0.9,4,16,4.5,100,100
2.94,2,80,7.8,8.5,5.5,2,1.4,20,3.3,87,84
3.73,3.3,96,6.3,5.4,3.7,2.2,3.3,15,3,95,100
3.61,3.6,95,5.3,5.7,1.4,1.5,3.1,6,5.6,100,100
3.71,3.2,94,7.9,6,2.1,3.6,2.3,16,4.6,100,100
3.58,2.5,95,8.5,4.9,2.9,2.4,3.5,10,8.8,96,81
3.35,3.8,87,5.7,7.4,4.7,2.4,1.1,9,2.3,100,100
4,4.2,100,8,10.3,4.9,1,4.7,13,6.4,100,91
3.36,1.9,84,9,5.4,2.2,2.7,3,11,4.1,85,98
4,5.6,100,7,4.9,1.4,1.1,0,10,1,100,94
3.78,3.4,88,6,3.5,1.2,2.4,2.5,15,4.5,100,98
3.55,3.5,80,7.1,5.8,3.2,0,1.8,13,2.9,93,86
3.64,4.6,95,6.3,11.1,6.3,2.4,0,2,5.8,100,94
3.65,3.8,78,6.3,6.7,3.6,2.4,2.7,17,7.1,100,92
4,4.9,100,7.5,3.3,0.4,1.9,5.1,18,3.7,100,94
3.89,3.9,91,5.1,4.7,1.7,0,2.8,15,6.2,100,97
3.77,2.6,84,5.3,8,1.9,2.7,4.4,15,4.7,100,92
4,4,96,7,4.6,1.6,3,3,11,6.5,95,100
3.27,1.8,83,7,4.2,2.2,0,2.1,6,0.2,100,75
3.61,3.7,97,7.4,5.6,3.4,2.7,1.5,13,5.8,100,95
4,3.5,89,9.3,7.7,3.8,0.1,0.4,20,8.3,98,94
3.24,3.2,67,7.1,5.7,4.4,0.7,4.9,13,8.3,92,80
3.66,3.3,82,7.7,7.1,3.6,1.2,4.5,20,5.6,100,96
3.23,0.7,73,5.8,2.1,0,2.8,2.4,21,4.4,84,84
4,2.7,95,7.9,2,1.2,2.3,0,12,7.2,100,92
3.13,3.6,94,6.4,4.4,2.6,1.4,3.9,10,4.7,84,100
3.86,3.7,100,7.1,6,3,1.2,1.2,10,2.8,100,100
3.39,2,66,6.9,8.8,4.1,2.1,3.3,11,3.3,88,87
4,5.4,100,8.2,7,2.9,1.7,0,7,5.8,100,100
3.04,2.2,77,5.4,5.5,2.9,2.8,3.2,15,6.4,86,81
3.69,5,100,4.3,7.4,3.2,0.4,2.7,17,3.6,100,99
3.71,4.1,100,6.7,5,2.4,4,0,3,4.7,100,100
3.78,2.5,76,7.6,4.1,2.9,2.7,6.2,21,3.1,100,94
3.78,6.2,100,7.2,7.5,4.5,0,2.3,9,7.3,100,100
3.38,1.7,84,8.5,3.9,2.7,1.7,2.5,11,0,87,93
4,4.9,100,7.5,6.7,2.8,0,4.1,14,4.3,100,100
3.82,5,92,6.3,6.7,2.7,1.4,2.9,8,2,100,100
3.42,2.5,87,4.2,6.6,4.7,0,3.7,9,6.9,100,95
4,5.6,93,6.7,4.3,1.1,0,0.7,8,3.1,100,100
3.43,3.1,77,8.2,8.7,5.5,1.4,2.7,12,1.5,97,90
3.84,3.9,96,6.5,5,1,0.8,0,9,4.4,96,96
3.8,3.9,93,7,3.3,1.8,2.8,2.5,14,7.5,100,84
3.55,3.3,91,7.5,7.6,3.9,1,5.9,5,0,100,98
3.8,4.7,90,5.8,5.7,4.3,2.1,0,14,2.6,97,96
4,4.7,100,7.7,4.6,0.7,3.1,2.3,6,5.5,100,92
3.05,0.9,80,9,5.5,1.2,0,0,17,7,90,82
4,5.5,100,6.8,5.4,3.2,0.1,3,16,3.6,100,94
2.58,1,67,5.6,10.8,6.3,0.6,3.9,1,4.6,81,88
3.55,5,100,6.9,5.8,4.7,1.4,3.8,16,6.3,100,100
3.63,5.2,94,4.3,6.7,2.4,2.4,1.8,1,1.1,100,100
3.46,1.9,99,7.4,4.7,0,0,0,6,4.2,100,96
4,2.9,90,7.5,6.3,2.9,0,0.5,17,4.5,100,100
3.42,1.8,94,9,6.1,3.3,1.6,5.5,9,1.3,92,97
3.67,3.2,89,6.8,5.6,2.2,0,4.8,20,5.6,97,86
3.57,3,86,7.5,3.8,1.5,0.6,2.8,16,5.8,100,91
3.65,4.7,100,6,9.1,3,0.5,3.3,10,6.4,100,97
3.87,5.5,100,6.6,3.7,1.4,1,0.9,9,7,100,100
3.46,5.6,87,5.2,10.2,5.6,3.5,5.6,20,1.5,100,87
3.29,2.7,88,6.8,7.2,5.1,0.6,1.6,10,8.9,100,85
3.27,3.2,89,6.6,8.7,3.8,0.2,3.9,3,0.7,98,87
2.96,1,79,7.4,8.3,2.9,0.7,0.3,7,5.9,74,93
3.39,2.3,75,6.3,5.3,1.8,0.6,2.6,13,3.4,90,89
4,4.9,100,7.1,6.1,2.8,2.3,5.5,8,5.9,100,100
3.72,5.9,100,6.6,7.2,5.3,2.1,1.1,24,3.5,100,100
2.63,1.6,64,6.6,5.8,4.1,0.6,4.5,9,2.6,63,79
3.19,2.6,87,7.1,6.5,3.1,1.3,0.8,9,3.8,91,89
3.21,3.5,88,7,8.9,4.2,0.6,1.2,7,3.6,100,89
3.94,3.9,93,7.9,5.9,3.6,1.7,3,16,3.6,100,95
3.2,2.3,83,6.9,9,3.4,2.9,4.9,11,6.7,88,92
3.49,4.1,100,6.6,6.6,4.3,2.9,2.4,16,0.9,100,95
3.25,2.8,90,6.8,6.9,3.6,2.1,4.2,18,1.3,86,95
3.34,3.5,80,6.1,7.4,4.1,0.7,5.3,14,4.1,92,92
4,4.3,100,6.6,5.9,3,0.6,1.5,14,1.5,99,99
4,3.5,98,9.4,2.9,2.4,0,0,6,2.3,95,93
3.12,2.8,82,5.9,4.3,2,1.4,2.3,4,6.3,100,83
3.66,3.3,83,6.7,5,1.8,0.6,5.5,5,2.2,100,94
3.7,3.4,100,6.5,3.3,0.4,2.8,1.4,12,5.6,100,95
3.39,2.9,86,6.7,5.2,1.4,0,5,24,4.2,100,86
3.32,3.1,99,6.6,5.3,1.4,2.5,2.5,9,4.2,85,94
4,5.9,100,7.3,4.7,2,0,6.5,17,5,100,100
3.32,4.3,100,4.9,6.9,5.1,0.2,7.5,15,5.9,91,100
3.69,3.1,100,8.2,7.5,2.6,0.5,5.1,12,5.1,89,94
3.89,4.5,100,7.8,4.6,3.2,0.4,0,11,1.1,93,99
3.56,3,96,5.5,5.5,3.2,2.9,0,10,4.4,92,89
3.72,5.3,92,4.3,7.2,5.2,1.4,3.1,10,4.5,100,100
3.9,4.1,92,5.8,5.8,1.9,3,4.8,15,1.4,100,100
4,3.3,100,6.7,7.1,2.5,1.6,4,16,5.6,100,100
3.93,4.2,100,10,5.4,2.6,0.5,1.6,10,8.4,100,98
2.71,1.1,63,7.7,7.8,4.5,0,0,10,1.7,84,76
3.02,1.8,73,4.8,8.3,4.8,1,4.9,9,4.7,68,79
2.89,1.7,68,6.2,8.7,3.5,0.7,6.7,17,7.7,77,82
3.54,3.7,89,6.9,5.5,4.6,2.1,1.7,16,2.2,100,88
4,6.1,100,7.3,7,3.1,2.8,4.7,19,2.9,100,83
4,6.8,100,5.4,6,2.5,3.3,8.2,8,5.6,100,94
3.64,4.5,98,6.8,7.2,4.6,2.1,2.6,9,5.2,99,100
3.62,4.3,100,6.1,6.9,3.5,0.3,2.7,20,5.2,100,100
3.27,0.8,70,5.7,5.6,1.7,2.4,4.1,19,4.8,90,97
3.19,2.7,99,7.3,8,4.3,2.4,2.4,7,2.1,95,99
3.17,2.3,81,7.9,8.1,2.5,0.4,5.7,8,7.3,100,76
3.64,2.6,83,8,5.5,2.3,1.8,2.2,13,4,98,97
3.32,3.2,86,7.7,7.1,4.1,0.8,2.9,18,3.5,100,90
3.32,2.8,81,6.4,5.5,2.7,0.4,0.1,7,2.7,100,96
3.11,0.5,77,7.9,7.1,3.4,2.7,2.5,12,6.1,86,80
3.93,4.6,100,7.4,6.8,3.8,1.7,1,17,3.6,100,99
3.45,1.9,85,7.2,4.6,1.6,2.8,3.7,11,2.7,94,98
3.79,3.9,96,6.3,6.4,3.4,1.3,0,12,4.6,100,100
4,6.6,98,6.4,7.6,4.8,0.7,5,19,7.3,100,98
3.32,2.1,87,7.1,3.7,1.4,0,1.3,10,3,90,85
3.16,0.5,90,9.9,7,3.5,3.7,6.6,18,5.1,97,96
4,3.1,100,7.4,4.3,1.6,2.9,5.7,11,7,100,100
3.39,5.2,92,6.3,8,4.3,0.4,4.1,7,3.8,100,100
4,6.4,100,6,7.4,4.3,0,0,15,5.6,100,100
3.62,1.7,100,6.4,4.8,2.3,2.9,1.7,9,11.4,100,95
3.96,4.2,100,9.6,11,6.1,1.9,1.2,6,8.3,100,89
3.39,2.8,96,6.5,7.4,4.5,2.6,1.5,22,4.2,98,90
3.41,3.3,100,8.1,7.6,3.9,0,6.2,14,7.1,86,87
4,7.5,100,6.5,6,3.8,0,2.7,10,6.6,100,86
3.11,1.2,80,7.3,4.9,4.3,1.6,1.7,10,1,77,78
3.73,3.9,100,8,3.6,1.3,0.6,1.5,20,4.4,100,84
4,4.2,100,6.3,3.5,3.1,0.8,1.9,20,7.9,100,100
3.64,5.1,100,6.2,6.1,3.4,0,4.1,9,5.8,100,100
4,3.6,92,9,7,2.2,0.9,0,13,2,100,100
3.97,4,100,8.2,5.4,3.5,1.8,3.2,10,4.1,100,100
3.5,2.9,88,7.9,5.1,4.6,2.4,3.8,16,2.9,100,95
4,3.9,100,7.9,7,2.2,2,0,10,5.8,100,100
3.16,3,70,7.6,5.1,2.7,0.9,0.2,2,2,88,83
4,4.4,100,9.4,4.6,1.6,2.5,2.9,7,2.1,100,96
3.82,2.9,77,7.1,4,0.1,1,5.9,17,2.9,86,99
4,4.1,95,7.7,7.6,4,4,5.4,8,3.6,100,98
3.46,3.5,85,5.3,6.7,2.8,2,1.8,16,2.3,100,84
3.63,5.2,100,6,7,2.9,1.4,5.8,14,5,100,91
3.19,3.4,94,5.6,2.2,1.3,1.5,2.4,8,6,100,100
3.43,0.8,82,8.5,3.8,2.5,0.4,2.3,11,5,99,100
3.8,5.4,100,3.9,8.8,4.4,2.5,3.2,9,4.8,100,100
3.36,2.1,74,6.5,4.9,2.8,0.5,4.7,10,1.5,83,100
3.4,2.5,77,3.5,5,2.8,2.9,1.8,3,4.2,78,86
3.45,2.6,77,6,4.6,3.1,1.8,2.2,11,5.1,91,99
4,5.6,100,6.4,3.4,0.9,0.4,0.5,9,5.2,100,98
2.89,0.5,89,8.7,6.3,3.7,2,3.7,12,4.8,84,83
4,8.2,100,7.5,2.8,0.9,0.6,4.9,15,2.3,100,100
3.98,5.1,98,6,3.1,1.4,0.5,5,15,3.2,100,99
4,3.8,100,8.3,4.6,1.2,1.7,0.3,9,2.6,100,90
3.74,3.4,92,7,4.5,2.5,1.9,2.2,9,4.9,100,92
4,3.9,96,7,4.6,2.3,0.9,5.5,11,4.7,100,83
3.48,4.3,99,5.6,3.2,2.8,0.9,3.5,17,3.6,100,96
4,4.5,91,5.8,6.7,1.4,1,3.1,9,8.4,100,100
3.03,4.3,86,6,8.4,4.3,2.3,3,9,6.5,89,98
2.94,3.6,86,7.1,6.5,4.1,2.3,4.1,6,1.9,91,95
3.37,3.2,100,7.1,4.4,2.5,2.2,3.6,15,5.5,98,100
4,3.3,100,8.9,5.1,2.1,0.7,1.8,11,6.4,100,99
3.29,3.2,89,7.5,4.9,1.9,4.3,4.8,7,4.1,100,78
3.63,5.2,98,3.8,3.8,2.3,0,0.6,8,5.7,100,100
4,4.4,100,7.3,1,0.7,0.3,5.6,15,8.5,100,92
2.7,0.5,52,5.3,3.8,1.4,2.2,1.2,13,4.9,71,88
3.71,4.5,97,5.8,5.2,4.1,3.5,4.1,9,4,100,85
4,3.8,98,6,6.5,3.3,1.9,2.7,15,0,100,100
3.12,3.5,79,6.2,8.5,5.3,1.1,2,17,0.5,87,80
3.69,2.9,91,5.3,4.2,2.4,3,5.7,15,3.5,91,99
4,5.2,100,7.2,4.7,2.3,0.9,4.5,13,4.4,100,97
3.87,4.9,100,5.3,7.3,2.2,0.4,2.9,20,2.5,100,100
3.26,2.3,82,7.4,6.2,2.3,2.5,6.5,19,0.3,82,81
3.97,4.1,100,9.7,4.3,1.8,3.4,5,12,7.9,100,93
3.09,2,67,5.4,9,3.2,0,1.4,17,3.4,92,72
3.31,1.4,78,6.7,4.4,2.8,3.7,0,15,4.2,98,99
3.28,2.6,89,4,4,2,2.7,3.2,9,1.4,100,81
3.84,4.8,93,6.6,7.6,4.7,2.6,5.8,20,5.6,100,100
3.38,4.9,100,7.8,6.8,5.6,2.6,4.2,20,6.3,100,91
4,4.3,100,7.9,9.6,4.5,2.3,6.1,18,4.3,100,88
3.94,4.6,100,7.1,6.8,3.6,2.1,1.8,15,2.9,100,90
3.94,4.3,96,8.1,6,3.9,1.2,2.8,17,5.6,100,95
3.12,2.5,62,10,9.1,5.6,0,2.8,10,3.1,96,84
4,4.1,94,9.1,7.1,3.9,0.3,3.5,17,7.7,96,97
4,4.7,100,6.4,4.5,1.9,1.9,4.5,6,4.7,100,100
3.78,4.6,94,5.3,4.9,3.4,1.6,6.3,10,1.2,100,96
4,5.3,100,6.5,5,3.7,0.5,6.7,1,7,100,100
4,4.6,98,5.9,6.9,1.3,0.7,6.3,14,4.5,100,96
4,4,87,7.5,3.8,2.4,1.4,4.3,17,5,100,94
4,5.1,100,5.6,9.5,4.5,0.7,2.3,20,5.2,100,98
4,3.5,88,6.9,2.1,0.1,0.5,3.5,11,5.1,100,100
3.61,2.2,88,8,4.8,0.9,2.6,4.3,13,3.3,98,93
3.91,3.3,95,6.9,6.1,2.5,0.2,3.3,12,0.8,100,100
3.3,2.4,77,5.9,7.1,3.3,1.5,1.2,21,4.7,81,79
4,2.5,100,8.4,4.7,0.8,2.1,2.1,14,4.2,100,100
3.59,3.3,100,4.7,3.7,2.6,1.6,4.7,21,3,85,91
3.22,2.3,74,6.6,6.7,4.5,1,2.5,18,2.8,88,94
3.35,3,83,7,4.3,2.9,3.6,3,16,0.5,97,88
2.63,0.7,67,7,7.4,4.2,2.6,2.8,9,5.9,86,76
3.93,3.8,100,7.2,3.3,1.9,3.9,1.2,7,4.6,100,100
3.65,3.5,100,7.7,2.2,1.6,0.9,2.7,12,4.8,100,91
3.47,2.3,88,7,6.8,4.1,1.7,2.1,12,2.5,88,86
3.76,4.5,100,6.6,3.7,3.4,2.8,1.6,6,6,100,100
4,4.9,98,6.5,4.3,1,4,0.9,17,4.5,100,94
3.52,1.1,81,6.3,3.1,1.6,2.8,2.8,13,5.7,88,96
3.27,2.4,83,7.9,7.1,5.1,1,4.2,15,4.7,86,75
3.62,2.3,89,6.2,1.7,1.4,1.6,5.2,20,3.1,100,96
2.68,2.1,91,8,9.2,4.2,1.5,0.2,8,3.5,70,87
4,4.7,100,7,3.3,2.1,1.7,6.2,2,5.2,100,100
3.45,3.2,84,6.4,5.4,2.8,1.1,3.6,9,5.4,100,88
3.95,3.1,82,7.7,4,3.2,1.7,0.7,21,3.7,100,97
3.09,0.5,90,6.1,2,0,0,2.2,12,7.2,93,92
4,4.5,100,7.8,5.7,0.6,0.2,0,11,2.1,100,81
3.29,1.6,69,7.3,6.3,2.9,2.5,0,9,2.6,70,85
3.39,3.6,100,6.3,3.8,1.7,4.1,6.4,12,1.8,100,92
3.7,3.9,80,7.6,7.3,4.3,1.8,1.6,9,4.7,100,99
